Accuracy,Precision,Recall,F1 Score,AUC,Loss,TP,TN,FP,FN,ML_Model
0.775,0.8266666666666667,0.8671328671328671,0.8464163822525598,0.800392589866274,0.4776861498154561,124,31,26,19,LR
0.775,0.8072289156626506,0.9115646258503401,0.8562300319488818,0.7821845719419843,0.4771917212015009,134,21,32,13,LR
0.735,0.7432432432432432,0.88,0.8058608058608059,0.8012800000000001,0.5389520515907971,110,37,38,15,LR
0.715,0.75,0.8936170212765957,0.8155339805825242,0.7635533116961173,0.5326506555844928,126,17,42,15,LR
0.735,0.8040540540540541,0.8321678321678322,0.8178694158075601,0.7667770825665563,0.5196269944600518,119,28,29,24,LR
0.75,0.7755102040816326,0.8702290076335878,0.8201438848920863,0.8092709370505586,0.5097922334372008,114,36,33,17,LR
0.775,0.82,0.8723404255319149,0.845360824742268,0.80935208558721,0.4752196164435628,123,32,27,18,LR
0.72,0.7651006711409396,0.8444444444444444,0.8028169014084507,0.749059829059829,0.56520889873593,114,30,35,21,LR
0.765,0.802547770700637,0.8873239436619719,0.842809364548495,0.8158086449732881,0.4680304237579652,126,27,31,16,LR
0.75,0.8111888111888111,0.8345323741007195,0.8226950354609929,0.8018634272909542,0.4891077344734775,116,34,27,23,LR
0.74,0.7908496732026143,0.8581560283687943,0.8231292517006803,0.7884361101093882,0.5037577906994681,121,27,32,20,LR
0.75,0.779874213836478,0.8920863309352518,0.8322147651006712,0.7931359830168652,0.48648334353357187,124,26,35,15,LR
0.79,0.8366013071895425,0.8827586206896552,0.8590604026845637,0.7751724137931033,0.5029901937315044,128,30,25,17,LR
0.73,0.7785234899328859,0.8467153284671532,0.8111888111888111,0.7648012976480131,0.5380433672804485,116,30,33,21,LR
0.75,0.7843137254901961,0.8759124087591241,0.8275862068965517,0.7965473293940447,0.5001163845305245,120,30,33,17,LR
0.74,0.7987012987012987,0.8541666666666666,0.825503355704698,0.7566964285714286,0.533229872037419,123,25,31,21,LR
0.745,0.7748344370860927,0.8731343283582089,0.8210526315789474,0.783921302578019,0.5249843394321355,117,32,34,17,LR
0.805,0.8280254777070064,0.9154929577464789,0.8695652173913043,0.8302574065080136,0.4438816266926792,130,31,27,12,LR
0.735,0.8125,0.8181818181818182,0.8153310104529616,0.7642007115691326,0.5254344618557708,117,30,27,26,LR
