Accuracy,Precision,Recall,F1 Score,AUC,Loss,TP,TN,FP,FN,ML_Model
0.69,0.6815642458100558,0.9606299212598425,0.7973856209150327,0.8576205371588825,0.5080763122293438,122,16,57,5,RF
0.78,0.7771739130434783,0.9794520547945206,0.8666666666666667,0.7876712328767123,0.48427311595918127,143,13,41,3,RF
0.755,0.7696629213483146,0.9448275862068966,0.848297213622291,0.8403761755485892,0.46691465104598423,137,14,41,8,RF
0.74,0.7272727272727273,0.9696969696969697,0.8311688311688312,0.8207442067736185,0.5090695701843488,128,20,48,4,RF
0.735,0.7401129943502824,0.9492753623188406,0.8317460317460318,0.8241584852734923,0.49372833953468986,131,16,46,7,RF
0.73,0.7336956521739131,0.9642857142857143,0.8333333333333334,0.8319642857142857,0.4884349186951909,135,11,49,5,RF
0.775,0.7865168539325843,0.9523809523809523,0.8615384615384616,0.8220382492619689,0.4683878023549262,140,15,38,7,RF
0.765,0.770949720670391,0.9583333333333334,0.8544891640866873,0.7408234126984128,0.5165553585233015,138,15,41,6,RF
0.74,0.7257142857142858,0.9694656488549618,0.8300653594771242,0.8238743223807943,0.5133909415962604,127,21,48,4,RF
0.76,0.7374301675977654,0.9924812030075187,0.8461538461538461,0.8575917405453932,0.4886718057950206,132,20,47,1,RF
0.73,0.7329545454545454,0.9485294117647058,0.8269230769230769,0.7883731617647058,0.5180733529063302,129,17,47,7,RF
0.75,0.7374301675977654,0.9777777777777777,0.8407643312101911,0.8332763532763533,0.49429327430255243,132,18,47,3,RF
0.765,0.7430167597765364,0.9925373134328358,0.8498402555910544,0.8217435549525102,0.502581118845776,133,20,46,1,RF
0.71,0.7005649717514124,0.9612403100775194,0.8104575163398693,0.8277650398515121,0.5159264691886101,124,18,53,5,RF
0.7,0.7045454545454546,0.9393939393939394,0.8051948051948052,0.8167892156862745,0.5251577908333734,124,16,52,8,RF
0.765,0.7647058823529411,0.9794520547945206,0.8588588588588588,0.8105657026889904,0.4780209343902787,143,10,44,3,RF
0.76,0.7567567567567568,0.9790209790209791,0.8536585365853658,0.8135198135198136,0.48430643539287777,140,12,45,3,RF
0.815,0.8089887640449438,0.9795918367346939,0.8861538461538462,0.8878834552689,0.4289777797244412,144,19,34,3,RF
0.67,0.6629834254143646,0.96,0.7843137254901961,0.8106133333333334,0.5500631235077322,120,14,61,5,RF
0.735,0.7365591397849462,0.9716312056737588,0.8379204892966361,0.7793003966822936,0.5081385358469904,137,10,49,4,RF
0.725,0.7391304347826086,0.951048951048951,0.8318042813455657,0.7940130045393202,0.500988579226832,136,9,48,7,RF
0.74,0.7206703910614525,0.9847328244274809,0.832258064516129,0.8248700077442195,0.5113418765812824,129,19,50,2,RF
0.76,0.7569060773480663,0.9716312056737588,0.8509316770186336,0.8529270344993388,0.47248464229916337,137,15,44,4,RF
0.735,0.7411764705882353,0.9333333333333333,0.8262295081967214,0.8122507122507123,0.5119769698908488,126,21,44,9,RF
0.735,0.7458563535911602,0.9507042253521126,0.8359133126934984,0.8047595920349685,0.49591149935312073,135,12,46,7,RF
0.725,0.7307692307692307,0.9568345323741008,0.8286604361370716,0.7996225970043638,0.5062066100746441,133,12,49,6,RF
0.735,0.7340425531914894,0.9787234042553191,0.8389057750759878,0.8178867652362062,0.4908215637939092,138,9,50,3,RF
0.775,0.7611111111111111,0.9856115107913669,0.8589341692789969,0.829166175256516,0.4834180008007864,137,18,43,2,RF
0.775,0.7747252747252747,0.9724137931034482,0.8623853211009175,0.832476489028213,0.4683940311159172,141,14,41,4,RF
0.745,0.7336956521739131,0.9854014598540146,0.8411214953271028,0.832290580465763,0.49418459468537945,135,14,49,2,RF
0.78,0.7657142857142857,0.9781021897810219,0.8589743589743589,0.8443401691576874,0.48182415436824155,134,22,41,3,RF
0.775,0.7796610169491526,0.9583333333333334,0.8598130841121495,0.8198784722222223,0.4742101763120024,138,17,39,6,RF
0.735,0.7262569832402235,0.9701492537313433,0.8306709265175719,0.7964156490275894,0.5203548425223071,130,17,49,4,RF
0.76,0.7611111111111111,0.9647887323943662,0.8509316770186336,0.8016027197668771,0.49054369280901894,137,15,43,5,RF
0.75,0.7597765363128491,0.951048951048951,0.84472049689441,0.8372592319960741,0.47756327372211305,136,14,43,7,RF
0.75,0.7391304347826086,0.9855072463768116,0.84472049689441,0.8189574567554931,0.5020947924370259,136,14,48,2,RF
0.75,0.7472527472527473,0.9714285714285714,0.84472049689441,0.8257142857142857,0.48771702593334965,136,14,46,4,RF
0.72,0.7049180327868853,0.9847328244274809,0.821656050955414,0.8027436663347715,0.523698585037115,129,15,54,2,RF
0.68,0.6759776536312849,0.952755905511811,0.7908496732026143,0.8334052421529501,0.5342375272407546,121,15,58,6,RF
0.73,0.7336956521739131,0.9642857142857143,0.8333333333333334,0.7948214285714286,0.5112085117527332,135,11,49,5,RF
0.745,0.7443181818181818,0.9562043795620438,0.8370607028753994,0.8364615919360445,0.49326125326627773,131,18,45,6,RF
0.725,0.7243243243243244,0.9710144927536232,0.8297213622291022,0.8124707807386629,0.5050706481479029,134,11,51,4,RF
0.775,0.776536312849162,0.9652777777777778,0.8606811145510835,0.8332093253968255,0.4649393874661565,139,16,40,5,RF
0.735,0.76,0.9236111111111112,0.8338557993730408,0.7767857142857143,0.506627530704209,133,14,42,11,RF
0.78,0.7888888888888889,0.9594594594594594,0.8658536585365854,0.8115254677754677,0.4731223956122129,142,14,38,6,RF
0.76,0.7597765363128491,0.9645390070921985,0.85,0.8123572544777017,0.4936588958889456,136,16,43,5,RF
0.755,0.7679558011049724,0.952054794520548,0.8501529051987767,0.8229959411466261,0.4821343437894143,139,12,42,7,RF
0.75,0.7444444444444445,0.9710144927536232,0.8427672955974843,0.8122370266479664,0.5038619590787199,134,16,46,4,RF
0.78,0.7837837837837838,0.9731543624161074,0.8682634730538922,0.8436636399526254,0.456481779095715,145,11,40,4,RF
0.785,0.7814207650273224,0.9794520547945206,0.8693009118541033,0.81519533231862,0.4717360845035686,143,14,40,3,RF
0.765,0.7595628415300546,0.9788732394366197,0.8553846153846154,0.8365104419621175,0.48031675286864894,139,14,44,3,RF
0.76,0.7541899441340782,0.9712230215827338,0.8490566037735849,0.8462082792782167,0.48614904411472326,135,17,44,4,RF
0.76,0.7653631284916201,0.958041958041958,0.8509316770186336,0.808121702858545,0.4882120948772291,137,15,42,6,RF
0.785,0.7888888888888889,0.9659863945578231,0.8685015290519877,0.8437299448081119,0.45981228608499497,142,15,38,5,RF
0.755,0.7388888888888889,0.9851851851851852,0.8444444444444444,0.8243874643874644,0.5052528469024395,133,18,47,2,RF
0.805,0.8043478260869565,0.9801324503311258,0.8835820895522388,0.8411271793485606,0.4441845994166691,148,13,36,3,RF
0.77,0.7580645161290323,0.9929577464788732,0.8597560975609756,0.8031811559009228,0.4882912064926089,141,13,45,1,RF
0.785,0.7734806629834254,0.9859154929577465,0.8668730650154799,0.8762141816415736,0.45833549387907824,140,17,41,2,RF
0.745,0.7485714285714286,0.9492753623188406,0.8370607028753994,0.8384174848059842,0.48779004558422473,131,18,44,7,RF
0.78,0.7802197802197802,0.9726027397260274,0.8658536585365854,0.8122146118721462,0.4669953810276722,142,14,40,4,RF
0.795,0.7912087912087912,0.9795918367346939,0.8753799392097265,0.7980361956103196,0.4733706542820906,144,15,38,3,RF
0.77,0.7696629213483146,0.9647887323943662,0.85625,0.8371175327829043,0.46745187038189295,137,17,41,5,RF
0.765,0.7613636363636364,0.9640287769784173,0.8507936507936508,0.7921924755277745,0.5087746015501018,134,19,42,5,RF
0.72,0.7197802197802198,0.9632352941176471,0.8238993710691824,0.8177849264705883,0.5109923740964126,131,13,51,5,RF
0.775,0.8011049723756906,0.9415584415584416,0.8656716417910447,0.7394833427442125,0.4945445317220491,145,10,36,9,RF
0.725,0.7417582417582418,0.9440559440559441,0.8307692307692308,0.7968960863697706,0.4961844168962762,135,10,47,8,RF
0.78,0.7692307692307693,0.9859154929577465,0.8641975308641975,0.8624332200097135,0.4617354141405828,140,16,42,2,RF
0.77,0.768361581920904,0.9645390070921985,0.8553459119496856,0.8171655247024883,0.4862150285297588,136,18,41,5,RF
0.75,0.7526881720430108,0.9722222222222222,0.8484848484848485,0.8012152777777779,0.48976160072017483,140,10,46,4,RF
0.715,0.7191011235955056,0.9481481481481482,0.8178913738019169,0.7955555555555557,0.5151040260879747,128,15,50,7,RF
0.78,0.7717391304347826,0.9861111111111112,0.8658536585365854,0.8494543650793651,0.4583638690810875,142,14,42,2,RF
0.78,0.7821229050279329,0.9655172413793104,0.8641975308641975,0.8444514106583072,0.46481447307619744,140,16,39,5,RF
0.755,0.7572254335260116,0.9492753623188406,0.842443729903537,0.8329242636746143,0.4847475956421303,131,20,42,7,RF
0.775,0.7657142857142857,0.9710144927536232,0.8562300319488818,0.8000818139317438,0.4981969242049223,134,21,41,4,RF
0.72,0.717391304347826,0.9705882352941176,0.825,0.8136488970588236,0.5117616629578556,132,12,52,4,RF
0.775,0.770949720670391,0.971830985915493,0.8598130841121495,0.8362068965517242,0.4737523445564684,138,17,41,4,RF
0.755,0.7653631284916201,0.9513888888888888,0.848297213622291,0.8705357142857143,0.456061309215433,137,14,42,7,RF
0.77,0.7608695652173914,0.9859154929577465,0.8588957055214724,0.8251578436134044,0.48430914631837213,140,14,44,2,RF
0.72,0.7191011235955056,0.9552238805970149,0.8205128205128205,0.8153550429669834,0.5154456516614357,128,16,50,6,RF
0.73,0.7297297297297297,0.9712230215827338,0.8333333333333334,0.7890671069701615,0.5132471392654055,135,11,50,4,RF
